user_id,/features/mobile,/,/about,/features/web,/tutorial/intro,/tutorial/step-one,/signup,/features,/tutorial/step-two,/features/desktop,/tutorial/step-three,/pricing,/tutorial/step-four,/tutorial/end
2986,,1,,19,13,3,2,17,6,4,18,,,
2983,,20,,7,18,3,15,,16,,1,,,
3008,,1,,,19,16,14,,5,,4,,19,13
2992,17,12,,,5,19,6,3,16,,19,6,1,
2924,,14,10,7,,,15,,,11,,5,,
2892,,10,,,,,8,,,,,,,
2885,,2,2,1,,,1,,,1,,,,
2851,,19,,,9,7,1,19,11,,,13,,
2890,2,16,,,,,,,,,,,,
2866,8,13,,,5,5,19,,15,,14,,9,4
2864,11,13,,,8,,6,,,,,,,
2907,,17,,,14,18,8,12,3,,19,,,
3009,,12,,8,18,12,1,,3,,10,,12,20
2977,,14,,,5,20,10,,13,11,7,,10,6
3022,17,12,,,,,8,2,,,,12,,
2976,9,9,,,7,18,19,,15,,20,,7,7
3048,,7,,,10,13,17,,,,,,,
2862,,12,,7,11,5,5,2,3,,,,,
2913,,4,,,14,17,16,2,4,9,,,,
2874,,20,,,,,17,,,,,,,
3084,,15,,6,5,11,1,,20,11,10,,4,4
3015,,20,,15,20,,17,,,,,,,
3088,,12,,1,5,7,8,17,9,,18,,4,12
2959,16,12,,,1,16,6,16,5,,1,,,
3011,,3,,,12,19,9,,14,12,15,,11,1
3047,,9,,17,19,9,9,,,6,,,,
2917,2,1,,1,,,1,,,2,,,,
3062,,1,,,7,12,15,,13,,,,,
2870,,15,,17,20,12,8,,5,19,20,,,
3006,15,4,,1,6,10,20,,12,,20,,16,13
2916,,14,,,11,,17,,,,,,,
3267,,7,,5,19,15,19,,3,14,9,,,
3160,,1,,,3,7,1,,13,,4,,1,6
3240,18,17,,,19,1,20,,11,20,8,3,4,
3261,,8,,,5,10,18,7,1,,,,,
3255,,14,,,2,8,1,3,5,2,11,,10,2
3159,,18,,1,12,7,12,,14,17,7,,17,11
3174,1,15,,,1,15,18,,18,17,7,,,
3101,10,3,,,3,5,18,,1,16,1,,17,13
3287,,9,,,16,17,16,,17,,4,,10,11
3286,,1,,,,,,,,,,,,
3149,,15,,,15,19,13,,11,5,16,,4,7
3098,,11,,2,11,2,8,14,15,5,18,,,
3279,,19,,,,,,,,,,,,
3119,,16,,3,1,7,11,,,,,,,
3233,,5,,6,19,11,5,,3,5,19,5,5,6
3220,,1,1,,,,,,,,,,,
3173,,17,,,,,19,,,12,,,,
3264,,18,,4,,,,,,,,,,
3211,19,13,,,4,20,13,,7,2,7,,17,
3113,,11,,,,,,,,,,,,
3151,14,9,,5,8,15,8,4,16,,7,,20,2
3188,,2,,2,,,1,,,1,,,,
3130,,3,,,15,4,9,,18,17,16,,,
3162,,18,,,3,5,15,18,6,,14,,5,13
3295,12,18,,,18,19,5,,6,,20,,20,7
3103,,7,,,16,7,16,,15,,10,,2,13
3093,3,17,,14,15,7,19,,6,6,15,,,
3277,,8,,1,2,18,16,,4,,4,,1,10
3253,,14,,,,,,,,,,,,
3219,,2,15,16,7,3,13,,11,,,,,
3234,,17,,,14,1,11,,11,,9,,,
3156,,12,,,,,3,,,,,,,
3179,,8,,,6,20,13,4,5,17,8,,5,
3164,2,1,,,,,2,,,2,,,,
3112,,7,,,14,2,14,,4,,12,,12,10
3305,17,20,,,9,16,19,4,,,,,,
3257,,19,,9,17,,2,,,13,,,,
3290,3,9,,13,6,17,18,,,,,,,
3291,,10,,,5,10,12,3,20,5,16,,2,13
3224,13,8,,,,,,,,,,,,
3122,,2,,,,,,,,,,,,
3109,,16,,,,,,,,,,,,
3251,,7,,18,20,9,3,,9,5,20,,19,13
3187,16,14,,14,12,2,16,10,12,16,14,,9,
3304,,3,,,19,18,17,,5,,,,,
3155,,1,,5,13,1,2,,12,,4,9,17,7
3226,12,12,,,17,,5,,,14,,,,
3106,,12,,8,10,11,14,8,20,13,13,4,3,16
3249,,5,,2,9,4,11,8,,,,,,
3128,,2,,,,,1,2,,2,,1,,
3244,,8,,,19,10,15,,,,,,,
3135,14,5,,,20,9,17,,,,,,,
3176,,2,,1,,,2,,,,,,,
3276,,2,,1,,,1,1,,2,,,,
3208,16,10,,14,1,2,12,8,3,,,,,
3317,20,11,,,,,18,,,,,,,
3158,,19,,,20,,15,6,,,,,,
3269,,3,,17,20,2,12,,15,17,5,,4,19
3243,,16,,,,,3,2,,,,,,
3099,,4,,,,,17,,,,,15,,
3242,,16,,,,,,,,,,,,
3186,,3,,,4,4,11,,8,,19,,,
3227,,4,,,,,,,,,,,,
3139,,7,,,5,4,1,,8,20,12,,15,
3248,12,6,,12,15,,1,11,,,,,,
3170,2,1,1,,,,,,,1,,,,
3152,9,8,13,,7,6,19,,5,,6,,8,15
3301,,6,,,9,4,2,,18,,3,,,
3168,,1,,3,11,1,4,12,9,1,9,6,11,18
3133,7,9,11,,,,,,,,,,,
3247,,15,,,12,9,9,,,,,,,
3105,13,6,,1,15,14,5,,13,,16,,9,11
3201,,15,11,,12,11,6,,15,2,2,,17,1
3120,,19,,1,2,1,17,,4,5,1,,9,10
3100,,5,,,2,,15,,,,,,,
3222,2,4,,10,,,,,,,,,,
3313,2,2,,1,,,1,,,,,,,
3185,1,20,,,10,12,9,2,15,,,,,
3123,,5,,17,16,,12,,,,,,,
3127,1,1,,,16,20,6,18,14,,9,,12,5
3138,,18,,,13,,14,,,17,,,,
3237,,20,,,17,,17,,,,,18,,
3283,1,9,,11,20,,16,12,,,,,,
3288,,10,,,,,2,,,,,,,
3266,1,5,,,6,4,15,,4,,,,,
3225,,18,,5,6,,10,,,,,,,
3280,,17,,,,,,,,,,,,
3142,1,2,,,,,2,,,,,,,
3148,,6,,7,15,14,4,14,5,,18,,17,18
3214,18,15,,,16,7,3,,12,19,14,,1,
3210,,19,,,,,18,,,16,,,,
3241,14,7,,2,11,4,19,,4,19,5,,14,
3136,,2,,2,,,2,2,,,,,,
3293,,10,,,,,,,,,,,,
3114,,13,,,,,5,8,,,,,,
3116,,3,,,,,,3,,,,,,
3232,,1,,,20,8,3,2,2,13,,,,
3292,,16,,,,,,15,,,,,,
3165,,4,6,15,10,,1,11,,13,,,,
3089,,12,,,,,,,,,,,,
3273,,1,,,17,7,7,,13,,3,,,
3308,,17,,20,6,2,15,,13,7,5,,,
3192,,18,,,17,11,17,,6,,19,,,
3108,,5,,,1,3,3,,,18,,20,,
3190,,16,,19,,,5,,,3,,,,
3231,,17,,,,,12,,,,,,,
3223,,8,,3,7,3,18,,17,,3,,,
3315,,6,,6,7,10,7,,6,6,,,,
3221,,17,,,,,19,,,13,,,,
3145,,8,,,,,,,,,,,,
3110,19,19,,,,,8,,,,,,,
3121,,17,,,,,,,,,,,,
3091,6,18,,,12,7,11,,8,,3,,7,8
3230,10,16,,,20,16,15,,19,,17,,1,16
3104,4,18,,,4,10,14,,7,,10,,,
3289,,8,,,,,,,,,,,,
3239,12,5,,,2,,11,,,,,,,
3126,,7,,,,,12,,,,,,,
3246,20,1,,,,,14,,,,,,,
3134,,2,,,,,,,,,,,,
3252,,10,,,3,16,8,17,18,,11,,,
3095,1,1,,,,,1,,,2,,,,
3163,,10,,20,,,12,,,,,,,
3307,,3,,,6,2,4,12,17,,9,,10,1
3228,,10,,,,,3,19,,5,,,,
3254,,19,,,,,,,,,,,,
3175,2,1,,,,,1,,,,,,,
3281,,5,,,1,,15,,,,,,,
3177,,13,,,1,19,1,,,13,,,,
3124,,17,,,,,,,,,,,,
3102,,7,,,14,18,12,19,12,,20,,17,
3161,,10,,12,,,,,,,,10,,
3312,11,2,,6,4,,10,,,6,,,,
3092,,18,,,6,5,10,1,13,,14,,8,20
3218,9,20,,13,,,18,,,,,,,
3198,19,4,,,7,14,3,,12,,2,,10,
3096,,1,,11,,,5,,,,,,,
3111,19,3,,12,17,16,4,,14,,11,,,
3115,,7,,20,2,20,13,,17,,5,19,,
3284,,9,,,8,20,5,,20,,18,,4,1
3236,6,20,,,,,,,,,,,,
3166,5,11,,10,,,15,,,,,,,
3125,,19,,,15,,8,,,,,,,
3238,,16,,,,,,20,,,,,,
3217,19,10,,,8,19,9,11,7,,19,,20,16
3180,2,1,,,,,2,,,,,,,
3549,10,1,,,16,,14,,,,,15,,
3357,,12,,,12,,15,1,,2,,,,
3693,,2,,15,14,19,15,18,17,,18,,19,6
3436,,11,12,,,,18,,,,,,,
3347,,16,,,18,1,4,12,3,13,6,,3,5
3345,4,7,,14,,,2,,,15,,,,
3367,,14,,,,,13,,,,,,,
3373,,16,,15,19,20,2,4,,,,,,
3670,11,10,,,,,5,,,,,,,
3351,,17,,16,3,20,9,2,,,,,,
3492,,9,,,18,17,9,1,,5,,,,
3586,1,1,,2,,,2,,,1,,,,
3667,,7,,,,,,7,,,,,,
3719,,13,,2,10,10,2,,11,4,20,,13,17
3382,19,6,15,,7,7,12,,18,4,18,,20,5
3591,,6,,,,,18,,,,,,,
3663,,2,,,13,4,4,15,7,,,11,,
3539,10,4,,2,8,18,3,,20,,4,,16,13
3323,,2,,,17,15,3,,18,,6,,14,14
3605,,11,,16,10,20,14,,12,15,17,19,,
3658,,13,,,5,,8,,,,,,,
3495,,8,5,12,,,19,,,,,,,
3674,16,15,,,18,9,3,19,13,,5,,,
3612,16,16,,,4,14,19,,6,,13,,16,8
3705,2,5,,,6,12,4,8,2,,,,,
3646,,17,,,,,,,,,,,,
3542,,10,,,2,5,18,,11,,7,,15,3
3408,,6,,,13,14,13,18,11,,1,,12,3
3429,,4,,15,3,5,20,,7,,18,,19,7
3412,,1,,,,,1,1,,,,,,
3325,,18,,,1,10,19,7,10,,13,13,4,7
3643,,18,,,,,,,,,,,,
3508,,15,,,,,,,,,,,,
3487,,15,,19,13,14,4,6,4,,16,,14,20
3645,,18,,14,,,,17,,,,,,
3630,,18,,19,16,1,4,5,5,,13,,,
3346,,20,,,1,,7,,,,,,,
3466,,10,,,,,,,,,,,,
3540,,6,,,11,20,10,20,5,,1,3,15,18
3474,,1,1,,,,2,,,,,,,
3352,7,20,,,,,,,,,,,,
3362,9,10,,,9,3,4,1,,7,,,,
3702,,9,,4,1,20,15,,,,,,,
3532,,8,,,20,9,17,,5,,3,,,
3358,,2,,,9,,7,1,,,,,,
3738,7,18,,20,9,16,9,,16,,6,,2,14
3371,13,14,,,,,,,,7,,7,,
3376,11,18,,,10,10,8,,,,,,,
3672,,8,,2,16,16,3,,7,,15,,20,
3465,8,20,,11,18,19,14,,19,,10,4,16,19
3440,,13,,9,7,1,12,19,14,,14,,14,14
3433,,19,,,17,7,15,16,6,,4,12,4,7
3339,11,4,,20,13,13,3,,2,7,19,,11,6
3681,,13,,,,,,,,,,,,
3497,,14,,,,,,,,,,,,
3541,,17,,,,,,,,10,,,,
3416,,16,,,17,7,16,,16,5,4,,6,4
3463,,9,,,7,11,20,16,,,,,,
3368,12,16,,,,,20,,,,,,,
3461,12,17,,17,,,13,4,,,,,,
3544,,5,,,,,5,,,,,14,,
3448,,17,,17,18,14,3,16,14,,10,,7,18
3615,,8,,,5,10,16,,19,,19,,,
3683,16,1,,18,,,19,,,,,,,
3450,9,13,,,17,20,1,,14,,4,19,19,11
3678,19,2,,3,14,17,19,,2,,15,,4,
3446,,2,,,,,8,6,,,,10,,
3500,,11,,,16,,3,14,,,,,,
3665,8,11,,,6,1,6,,,,,18,,
3329,,16,,19,11,18,20,,8,4,5,,10,12
3510,,14,,,,,,,,,,,,
3472,,1,,,6,4,20,,,,,,,
3631,8,12,,,,,14,,,,,,,
3469,,11,,,,,16,,,13,,,,
3338,,11,,,16,3,11,,15,,16,,13,17
3729,7,10,17,,14,,18,,,,,,,
3710,,19,,19,3,,15,,,,,,,
3526,,15,,,10,6,6,,9,2,7,,3,5
3404,,6,,3,3,9,11,,19,,1,,6,2
3568,8,16,,,,,4,10,,,,,,
3411,,6,,,,,1,,,9,,,,
3438,,8,,,9,5,8,4,20,,2,,10,5
3380,,12,,,,,,,,,,,,
3614,,4,,7,13,,7,,,12,,,,
3569,17,1,,,,,,,,,,,,
3496,1,2,,2,,,2,,,2,,,,
3704,,16,,,5,5,14,,7,,7,,14,19
3476,,1,,2,,,2,,,,,,,
3364,,3,,7,2,15,7,,3,,9,,14,5
3684,,2,,,,,,,,11,,,,
3486,,12,,,,,,,,,,,,
3716,,8,,17,,,7,,,,,,,
3654,,20,20,5,1,9,13,,,,,6,,
3410,,14,,,,,20,,,,,15,,
3413,,12,,,,,,9,,,,16,,
3538,7,18,,,20,3,11,,18,,18,,15,18
3723,,6,,,5,16,2,20,7,,9,,,
3525,,16,,7,12,,15,,,5,,,,
3414,,19,,5,4,15,19,4,11,,8,,12,18
3736,2,4,6,,14,20,20,,19,7,6,,3,14
3619,3,20,,18,20,5,2,,2,,8,,4,4
3504,,4,,,,,,,,,,,,
3464,,16,,16,,,,,,12,,,,
3447,17,17,,,,,14,,,,,,,
3355,15,17,,,10,1,10,,,,,,,
3636,,7,4,,18,7,18,15,20,,12,,,
3618,,19,,,,,,,,,,,,
3490,,5,,,19,6,14,,,,,,,
3728,8,11,,,,,15,14,,,,,,
3647,,14,,,13,5,8,,16,,13,,19,14
3628,,4,4,,12,18,17,,,,,,,
3642,,5,,9,7,15,6,1,15,,2,,6,10
3551,,1,,,,,1,,,,,,,
3624,,5,,19,,,9,4,,,,,,
3632,,2,,,,,,,,,,,,
3557,7,12,,,,,18,17,,4,,,,
3739,16,12,,18,5,12,1,,17,,4,,16,10
3603,,15,,,,,,1,,,,,,
3485,,12,,,,,,,,,,,,
3581,,16,,,11,20,8,,19,,3,3,14,7
3653,,17,,,,,,,,,,,,
3737,,9,,,2,18,7,,5,,18,,9,4
3375,,4,,,14,,4,,,13,,,,
3354,1,1,,,,,1,,,1,,,,
3365,2,4,,,10,4,8,,2,17,4,6,20,4
3565,2,2,,,,,2,1,,,,,,
3606,7,6,,,,,6,4,,,,,,
3379,,4,,,,,9,2,,,,,,
3664,,16,,,,,,,,,,,,
3571,,2,2,,,,1,,,1,,,,
3401,19,6,,,,,6,,,,,,,
3390,,20,,,15,20,15,,,,,6,,
3633,,10,,14,10,10,11,,3,9,7,,13,13
3677,,6,,,,,18,5,,,,,,
3689,14,9,,,18,4,8,,14,,,,,
3432,,13,,,7,19,9,9,8,,6,,4,
3692,17,11,,1,11,15,13,,10,7,17,,10,4
3556,,15,,,8,13,14,,12,13,2,,7,9
3425,,3,,,11,5,11,,19,,6,,14,12
3456,,2,,,,,1,1,,1,,,,
3383,11,15,,,,,,,,13,,,,
3717,,16,,10,12,4,19,15,11,,16,,14,
3529,7,6,,4,,,4,,,,,,,
3731,,14,,14,13,12,6,11,,,,,,
3369,,16,,16,6,12,13,,4,12,6,10,12,9
3415,,11,,,6,,6,19,,,,,,
3595,3,5,,,,,,3,,,,19,,
3493,9,2,,,16,19,1,,,,,,,
3694,,13,,,13,1,6,,15,,16,16,18,14
3388,,11,,12,5,,7,,,,,11,,
3409,,17,,,20,16,15,,3,,,,,
3340,6,17,,,19,20,10,,8,5,11,,2,17
3627,,8,,,,,,,,,,,,
3453,,2,,,,,,1,,,,,,
3635,18,14,,16,8,19,14,,20,,1,,18,
3470,,15,,9,16,1,13,,11,,1,,18,9
3611,,6,,,,,,,,,,,,
3554,,15,,,5,7,17,,9,10,,,,
3499,,11,,,20,11,18,,9,,17,,12,
3473,,5,,,17,6,4,9,12,,16,,17,
3726,,1,5,18,,,3,3,,,,,,
3482,3,13,,,,,5,2,,,,9,,
3494,16,10,,,,,,9,,,,19,,
3686,17,1,,,8,16,1,,16,,,4,,
3733,10,7,,,7,11,16,,8,,18,,8,19
3337,,19,,13,,,7,2,,,,,,
3668,,11,,,11,10,18,,1,,,,,
3489,,2,,,,,,,,,,,,
3481,,4,,19,3,10,6,,10,,18,,19,15
3348,,7,,,,,,,,,,,,
3530,,3,,,2,18,13,,10,,8,,16,18
3498,18,3,,4,9,1,9,,10,9,18,,1,3
3480,,1,,,,,,,,,,,,
3468,3,14,4,,11,18,14,,2,,,,,
3420,,8,,,15,,19,,,,,,,
3547,,9,,1,7,15,15,12,11,,19,,15,6
3335,,7,,,11,17,9,,17,,9,,14,9
3394,1,1,,,,,1,,,1,,,,
3488,17,12,,,9,4,1,,12,,15,,,
3566,,12,,19,20,12,9,16,13,,,,,
3634,2,18,,,5,16,14,,,,,,,
3479,,17,,14,2,5,8,,4,,1,,18,12
3651,10,17,,,,,4,,,,,5,,
3553,,12,,,5,2,13,,13,,,,,
3522,,6,,,,,3,,,,,,,
3713,,11,,14,12,19,18,3,18,,11,,,
3543,,8,,,20,7,7,11,18,,19,,3,
3574,,19,,,20,14,12,,3,,1,,5,4
3620,,6,,,20,16,3,12,,,,19,,
3511,,7,,,10,,11,3,,,,,,
3372,,17,,,7,,20,,,,,,,
3655,,13,,,19,10,3,,8,,2,,20,
3680,,9,,,18,12,2,14,,,,,,
3552,1,1,,,,,2,,,,,,,
3423,,1,,,,,,,,,,15,,
3533,11,10,,,14,9,13,16,6,7,5,,15,
3349,,11,,7,20,8,10,,,,,,,
3370,,8,,,16,2,12,20,8,6,,,,
3575,12,14,,,,,2,,,,,,,
3598,,10,,,,,,,,17,,16,,
3724,,14,10,,16,3,12,,14,12,11,,,
3625,,4,,,,,,,,,,,,
3398,,16,,20,18,13,8,11,11,5,12,,10,
3608,,6,,,,,,,,,,,,
3536,,7,,,10,9,15,,,,,,,
3675,,3,,16,17,11,18,14,1,,20,,,
3507,13,16,,,15,8,10,,4,10,17,,12,20
3385,,18,,,12,,16,,,,,7,,
3671,2,2,,,,,1,,,,,,,
3682,,10,,,,,14,,,,,,,
3567,,15,,1,15,14,2,,11,,14,,9,15
3501,,9,,,12,,20,6,,,,20,,
3421,,1,,,,,2,,,,,,,
3649,,8,,,,,,,,,,,,
3641,10,6,,,2,,13,,,,,,,
3576,,2,,,,,,4,,,,6,,
3652,,2,,,,,,,,,,,,
3503,14,5,,,6,8,11,,,,,,,
3502,,2,,,,,,,,,,,,
3374,,8,,,7,11,1,,20,19,10,,7,18
3687,11,11,,9,3,,14,8,,13,,,,
3695,,7,,3,,,6,,,,,,,
3518,,12,,,20,14,5,,4,,14,7,10,15
3509,13,17,,,13,15,19,,15,,,,,
3622,,6,,,9,,17,,,,,,,
3397,,3,,,13,18,10,,12,,18,,20,
3616,2,1,,,,,1,,,,,,,
3572,,12,,7,16,16,1,,,,,,,
3621,,15,5,,2,2,4,,11,,19,,3,12
3644,,8,,,20,,2,,,,,,,
3381,,4,,,17,13,11,8,11,10,,,,
3361,,20,,,,,,16,,,,,,
3637,10,13,,20,20,4,10,,12,,7,,16,
3513,,4,,15,10,,5,,,,,,,
3535,,9,6,,19,8,5,14,1,,14,6,16,10
3714,,11,5,18,,,16,,,15,,,,
3407,,1,,2,,,1,2,,1,,2,,
3483,19,8,,,10,,8,,,,,,,
3330,,4,,2,18,18,5,,13,3,15,11,17,
3341,,6,,3,,,,,,,,,,
3640,,18,18,,19,3,4,4,7,,20,,8,5
3588,,13,,,13,14,20,,20,,19,,6,
3638,,11,,,19,,11,20,,13,,,,
3475,,16,,,6,12,2,,18,17,1,,4,
3917,1,16,7,2,,,,,,,,,,
3867,,9,,,6,13,10,,,14,,,,
4001,,9,,19,5,6,3,13,10,,11,,12,17
3949,14,8,,,7,6,20,,8,,15,2,11,
3806,,11,,20,8,,5,,,,,,,
3815,,5,,,4,2,16,20,16,,8,,,
3957,18,4,,,14,,4,5,,10,,,,
3897,18,19,,,19,,7,,,,,,,
4058,,8,,,,,17,,,,,,,
3865,,12,,11,,,13,,,,,,,
4030,,1,,,8,,18,,,,,20,,
3792,,2,,,,,,,,,,,,
3937,,3,,4,18,15,3,11,7,,17,,3,3
4101,18,18,,,,,8,,,,,,,
4115,,7,,,1,,15,,,,,,,
3931,5,18,,,19,11,3,,10,2,2,,,
3775,,4,,,8,,15,20,,,,,,
4083,,9,,,1,,2,,,20,,,,
3789,11,9,,18,1,19,7,,13,,12,,4,
4011,3,5,,,19,11,12,,11,17,19,13,6,8
4091,19,8,,2,,,17,,,7,,,,
4018,,18,,,,,,,,,,,,
3911,,14,,,,,,,,,,,,
3814,,10,,,,,,,,,,,,
3841,19,19,,12,5,8,1,,6,,2,,18,
4062,20,2,,,9,20,15,3,18,,9,,17,16
3952,5,19,,1,8,,10,,,18,,,,
3970,,7,,,2,17,11,,10,7,8,,18,20
3785,,6,,,18,12,11,,,,,,,
3761,,2,,,7,10,19,,2,4,20,,15,5
4047,,13,,,,,,,,,,,,
3856,7,11,,9,18,15,10,6,,,,,,
3989,20,16,,,10,8,12,,6,,12,,5,10
3772,,7,,,11,12,3,,1,17,1,,20,
3954,,2,,,2,7,6,,1,4,18,,20,5
3878,,1,,,18,20,3,,16,1,5,3,17,13
3758,,13,15,,11,6,5,15,5,19,9,,6,10
3780,,9,,,14,,1,20,,8,,,,
3941,13,9,,,15,,13,10,,11,,,,
3869,,18,,12,8,14,4,,17,,17,,2,14
3901,16,7,,6,,,8,,,14,,,,
3835,1,2,,,,,1,,,,,1,,
3825,9,1,12,,19,10,18,,1,,9,,14,6
4132,6,5,,15,15,10,12,,18,,17,,1,19
3987,18,16,,,,,15,20,,,,,,
3985,,18,,,7,6,12,,15,,18,,5,
4057,,3,,18,15,,16,14,,,,,,
4144,3,11,,8,15,8,9,,13,,9,,7,17
4099,,1,,1,,,2,1,,,,2,,
3963,,16,,,20,10,9,,9,,2,,4,8
3798,13,15,,18,18,12,18,2,10,6,5,,12,
3900,,20,,,6,10,20,,15,4,9,,4,19
3988,,19,,,3,11,14,,15,9,2,,13,
4070,9,6,,,9,1,4,,,,,,,
3997,14,12,,,,,,,,,,,,
3745,,16,,,7,2,3,,1,,11,,14,13
4133,15,6,,,10,8,11,,4,,,,,
3823,,6,,,11,13,7,,3,,1,,12,15
3793,,8,,,17,13,12,18,3,,11,,9,19
3891,3,5,,,15,5,17,,10,,3,,20,19
3920,,13,,,,,,,,,,,,
4022,,13,,,12,6,6,,,15,,,,
3885,,8,,4,15,17,14,,10,,12,,19,10
4054,5,10,,11,19,12,10,,10,12,11,8,5,
3886,,6,,7,,,,,,,,,,
4003,2,1,,,7,,1,2,,8,,18,,
3881,,1,,,,,1,,,,,2,,
4016,,12,,,,,,14,,,,,,
4004,8,15,,,5,8,8,,10,,11,,19,12
4051,,18,,,,,,4,,,,,,
3771,,3,,5,20,1,13,,19,15,19,,2,3
4135,,6,9,4,9,4,13,,11,,2,,4,3
3805,,13,,,,,,,,,,,,
3884,,2,,,,,,,,,,,,
3932,,18,,,13,19,16,18,18,,11,2,,
3967,,15,,5,7,19,20,11,15,,,,,
4042,,6,,,19,2,16,12,8,,16,,17,15
3889,,6,,7,14,2,19,12,3,,17,,18,5
4081,,1,,,6,2,15,,15,,19,,14,19
3883,,2,,,,,,,,2,,,,
3969,,18,,,5,,4,,,16,,,,
3874,,16,,4,2,7,10,20,9,,18,,11,10
4066,,4,,9,1,13,7,,3,,13,,3,12
4044,,1,,,,,,,,,,,,
4002,,12,,,,,,,,,,,,
4112,,14,,,18,18,2,,3,,9,,12,13
4082,,13,,5,,,1,20,,13,,,,
3892,13,5,,,,,13,7,,,,,,
3899,,13,,,,,,19,,,,,,
4028,,2,,14,,,8,,,,,,,
4111,,3,,,12,,14,,,,,18,,
4108,5,12,,4,2,2,9,,11,6,1,,7,20
3857,,15,17,5,5,8,5,,17,12,4,,,
4021,,2,,,,,,,,,,,,
3898,,12,,,20,17,16,13,17,12,10,,,
3763,,15,,,14,3,12,,4,13,9,,1,12
4025,8,16,8,5,12,14,20,,,,,,,
3759,,8,,,8,,5,,,12,,,,
4094,20,17,,,,,,,,7,,,,
4029,,2,,,,,,,,,,,,
4113,16,17,,,,,20,,,,,,,
4019,,4,,,14,12,15,,17,2,4,,5,10
3875,,2,,,,,2,,,,,2,,
3782,2,2,,,,,2,,,,,1,,
3913,,10,,11,1,10,14,,4,,19,,4,8
3742,,3,,14,8,17,14,16,17,,19,,,
3838,,7,,9,7,12,16,,16,,10,,15,8
4125,,1,,1,,,1,,,1,,,,
3762,,3,,,11,,7,,,18,,15,,
4009,13,16,,,20,,2,7,,,,,,
3783,,12,,,,,,,,,,,,
3826,,18,,,,,6,,,13,,,,
3755,,9,,,,,,,,,,,,
4023,,6,,,10,20,13,,9,,20,,5,3
3744,,18,,20,11,6,16,,19,,20,,16,15
3845,7,18,,,20,,7,6,,,,,,
4020,2,2,1,1,,,1,2,,2,,,,
3753,,8,,,,,,,,,,,,
4061,,20,,19,18,13,10,18,13,,,,,
4015,,13,,,,,,,,,,,,
3887,,19,,,4,18,14,,17,,15,,12,4
3839,,20,,,1,5,5,,6,,7,6,5,4
3996,2,14,,,20,,16,20,,15,,,,
3916,,4,,,,,,,,,,,,
3998,,1,,,,,,,,,,,,
4041,19,3,,,20,8,6,12,2,,6,,14,
3770,,1,,2,,,,,,,,1,,
4073,,9,,12,17,,16,,,,,,,
4148,,10,,,,,2,,,7,,,,
3893,,13,,,5,2,20,,17,,19,,,
4146,,1,,,6,19,11,,7,,7,,9,11
3820,,3,,,13,6,7,,3,12,4,,,
3837,,8,,5,3,10,14,,,,,,,
3809,,4,,,18,11,8,,,,,,,
4086,14,13,,,16,18,18,,,,,,,
3979,,2,,2,,,2,1,,,,,,
3873,,20,,,15,15,8,,6,,13,,3,9
3768,16,1,,,,,,19,,,,,,
3890,,5,,,,,,,,,,,,
4130,,5,,16,15,2,6,,14,,7,,12,20
3995,14,19,,,18,14,1,,3,,4,,16,8
4017,,5,,19,10,12,11,,6,,13,,11,2
3871,,20,,,10,10,8,,5,,14,,1,17
3966,,3,11,4,,,5,8,,5,,18,,
3958,,18,,,8,13,20,,20,,7,,10,4
3795,,17,,,19,16,1,,8,11,11,,8,
3829,2,6,,,9,8,12,,1,7,12,,5,4
3765,,1,,,13,12,17,,9,,,,,
3866,8,14,,,,,11,,,12,,,,
4071,,17,,,15,15,2,,7,4,20,10,15,3
4014,,18,,,,,,3,,,,,,
4012,,2,,1,,,2,1,,,,,,
3760,,17,,,,,,6,,,,,,
3896,,9,,,5,20,20,14,16,,5,,10,7
3894,15,12,,,6,19,20,,18,8,1,,17,13
3930,,8,,,3,6,1,,4,,19,,3,6
3921,,9,,,,,16,,,,,,,
3824,,9,,,14,9,16,,,,,,,
4098,11,11,,,3,4,12,,1,20,20,,5,9
4105,,20,,10,14,10,17,12,,,,,,
4143,,2,,,8,13,10,,10,,8,12,5,7
3811,,20,,,11,14,1,7,12,,13,,14,
3803,,10,,,20,8,5,,,,,,,
4013,,13,,,17,19,4,19,4,,15,,15,
3774,,12,,,,,,,,1,,9,,
3973,,6,,2,16,15,20,,18,,15,,13,11
4104,,1,,,,,1,,,2,,,,
3956,14,9,,,6,12,14,,14,,,,,
3812,,8,,,,,,,,,,,,
3870,,18,,,,,,,,,,,,
3965,,12,,,18,18,19,4,1,,16,,10,1
4088,9,2,7,13,,,11,,,,,,,
3852,,14,15,,17,18,17,,2,14,13,,20,16
3926,19,12,,,20,3,7,,15,,17,,16,2
3750,15,14,,20,19,4,13,11,18,20,19,6,1,18
4006,,11,,,,,,9,,,,,,
3773,14,6,,,,,8,,,,,,,
3993,8,19,18,,7,5,5,,17,,11,16,,
3827,16,10,,,13,12,12,,20,6,8,,17,14
3929,3,16,,,15,20,16,19,3,,14,11,,
3948,20,13,,,5,13,5,13,4,20,,,,
3938,14,4,,,12,1,11,,6,18,15,,13,13
3895,6,4,,,,,11,7,,,,,,
4031,13,19,8,,8,5,4,,,,,,,
4136,,3,,,,,,13,,,,,,
4008,,2,,,9,20,18,,3,,20,,18,
3868,,11,,8,1,1,5,,15,,17,6,3,18
3888,,7,,,,,,,,,,,,
3834,1,2,,,,,1,,,1,,,,
3779,4,15,,,17,10,9,1,4,13,13,,,
